name,artist,release_date,length,featured_artists
Please Bleed,Ben Harper And The Innocent Criminals,01/01/1999,6311-04-01,"Limp Bizkit, Elliott Smith, Fats Domino, Elbow"
Larger Than Life - Sin Sing Studio Mix,the feelers,01/01/2003,3587766667,
Shot in the Dark,Ozzy Osbourne,01/01/1986,3069-07-04,"Depeche Mode, Talk Talk, Pantera, Metallica, Morrissey"
Between the Lines,Stone Temple Pilots,01/01/2010,2843766667,"Soundgarden, Mutemath, Dick Dale"
When the Children Cry,White Lion,01/01/1987,4.31,"Australian Crawl, Sheriff, Various Artists"
I Will Dare,The Replacements,01/01/1984,3290433333,"Cocteau Twins, AC/DC, Saxon, Pete Townshend"
No Particular Place To Go,Chuck Berry,01/01/1964,2716666667,"The Beatles, The Doors, The Beatles"
Only Wanna Be with You,Various Artists,01/01/2020,3826433333,
Original Sin,INXS,01/01/2011,3091-05-01,"The Living End, The Black Angels, The Stooges"
Sweet Thing - 1999 Remaster,Van Morrison,01/01/1968,4425766667,"Marvin Gaye, Led Zeppelin, Joe Walsh, The Beatles, Blind Faith"
Ship of Fools,World Party,01/01/1987,4474883333,Eric Clapton
Ch-Check It Out,Beastie Boys,01/01/2004,2071-03-01,"Elvis Presley, Shinedown, Our Lady Peace"
Dreams,Allman Brothers Band,01/01/1969,7322283333,"Yes, Roxy Music, lighthouse, The Byrds, Various Artists"
Walk,Pantera,01/01/1992,1914-05-18,"Fleetwood Mac, Traveling Wilburys"
Can't Hardly Wait - 2008 Remaster,The Replacements,01/01/1987,3135766667,"Aldo Nova, Talk Talk"
Resistance,Muse,01/01/2009,5778216667,The Wombats
We Used To Be Friends,The Dandy Warhols,01/01/2003,3332666667,"Bernard Fanning, Sea Wolf, PJ Harvey, David Gray"
Radio,Elvis Costello & The Attractions,01/01/1978,2749-09-20,"Van Halen, Night Ranger"
The Anthem,Good Charlotte,01/01/2002,2918216667,"Lifehouse, Foo Fighters, Godsmack, Foo Fighters"
No One's Gonna Love You (Stockholm Version),Band of Horses,01/01/2018,3810766667,"Elvis Presley, Lucas Delphy, Peter Frampton, Jung Seung Hwan"
Lick It Up,KISS,01/01/1983,1910-10-18,
Fool's Overture,Supertramp,01/01/1977,1929-10-10,"Pink Floyd, Eagles"
You,Candlebox,01/01/1993,4952883333,"Dave Matthews Band, When In Rome, Guns N' Roses, Gin Blossoms, AC/DC"
Soon,My Bloody Valentine,01/01/1991,6978433333,"Tonic, Van Halen, Eric Clapton, World Party, Dave Matthews Band"
Down In It,Nine Inch Nails,01/01/1989,3773333333,"White Lion, dEUS, U2"
Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,01/01/1969,3373333333,"Jerry Lee Lewis, Little Feat, Strawberry Alarm Clock"
Legendary Child,Aerosmith,01/01/2012,4222216667,"Nonpoint, Theory of a Deadman"
Big Balls,AC/DC,01/01/1976,2646216667,"Neil Young, Loggins & Messina, Bad Company"
Red Red Wine,UB40,01/01/2000,3062216667,"Audioslave, Johnny Cash, George Michael, Sam Cooke"
Sister Christian,Night Ranger,01/01/1983,5048883333,"Jeff Beck, Steely Dan"
Sugar,System Of A Down,01/01/1998,2563333333,Alice In Chains
Broken Home,Papa Roach,01/01/2000,1910-03-02,The Hives
Victoria - Mono Mix,The Kinks,01/01/1969,2904-02-20,"Jimi Hendrix, Slade, David Bowie"
She's Leaving Home - Remastered 2009,The Beatles,01/01/1967,1909-10-25,
Bridge Burning,Foo Fighters,01/01/2011,4774433333,"Interpol, Keane"
Don't Stay Home,311,01/01/2016,2720433333,"Budgie, Jimi Hendrix, Buddy Holly, Ghost King, Blacklistt"
Even The Losers,Tom Petty and the Heartbreakers,01/01/2008,3644433333,Elbow
Easy,Faith No More,01/01/1992,1908-07-12,
We've Only Just Begun,Carpenters,01/01/1970,3073766667,
Achilles Last Stand - Remaster,Led Zeppelin,01/01/2007,1051466667,"The Mutton Birds, Republica, Foo Fighters, Papa Roach"
Immortality - Remastered,Pearl Jam,01/01/1994,3011-05-01,"Peter Frampton, Mazzy Star, Nirvana, The Whitlams"
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,01/01/1990,3131-04-01,"Green Day, Sinéad O'Connor"
Y.m.c.a - Village People,Baby Land,01/01/2011,3654083333,
It's My Life,The Animals,01/01/1965,3126883333,"Jr. Walker & The All Stars, The Dave Clark Five"
Ex-Girlfriend,No Doubt,01/01/2000,3527766667,"Sevendust, Stevie Ray Vaughan, The Hives, Backyard Babies, Simple Plan"
Cold Shot,Stevie Ray Vaughan,01/01/1984,4016433333,Beastie Boys
Animal Nitrate,Suede,01/01/2010,3477333333,"Carl Perkins, The Living End, Army of Anyone, Interpol, Freddy Cannon"
I Can't Tell You Why - 2013 Remaster,Eagles,01/01/1979,4917483333,"Various Artists, Pink Floyd, Paul Simon, Night Ranger, Al Green"
The Way,Fastball,01/01/1998,4284883333,"Rammstein, Depeche Mode, Matchbox Twenty, Stone Temple Pilots, Muse"
Joy To The World,Three Dog Night,01/01/1970,3676216667,"Aerosmith, The Beach Boys, The Beatles, The Beatles"
Custard Pie - 1990 Remaster,Led Zeppelin,01/01/1975,2311-04-01,
Ready to Go,Republica,01/01/2002,3275-12-11,
Swing Life Away,Rise Against,01/01/2004,3334433333,"Radiohead, The Chi-Lites, Ann Peebles, Coldplay, Ray LaMontagne"
I'm Not Okay (I Promise),My Chemical Romance,01/01/2004,1908-07-04,"U2, Breaking Benjamin, Cage The Elephant, Yeah Yeah Yeahs, OneRepublic"
Out In The Fields In the Style of Gary Moore & Phil Lynott,Sunfly Karaoke,01/01/2009,4634433333,
Sister Golden Hair,America,01/01/1975,3326216667,"Steely Dan, Eric Clapton, Little River Band"
Man Overboard,blink-182,01/01/2000,2778883333,Powderfinger
Got You (Where I Want You),The Flys,01/01/2000,4032216667,"Incubus, Coldplay, Oleander"
Blow At High Dough,The Tragically Hip,01/01/2005,4628433333,"Ozzy Osbourne, My Morning Jacket"
Sweetest Thing,U2,01/01/1987,3075716667,"Don Henley, Skid Row"
The Other Side,Aerosmith,01/01/1994,4052216667,
Have a Drink on Me,AC/DC,01/01/1980,3974433333,
Still Waiting,Sum 41,01/01/2002,2624-04-28,"Velvet Revolver, Beastie Boys, Rage Against The Machine, The Offspring, Linkin Park"
Pressure and Time,Rival Sons,01/01/2011,2797-11-27,Black Kids
Dolly Dagger - Live In Maui,Jimi Hendrix,01/01/2020,8331-04-01,"Skyhooks, Sweet"
Sun King - Remastered 2009,The Beatles,01/01/1969,2437766667,"Big Star, Pink Floyd, Bob Dylan, Black Sabbath"
Wonderful,Everclear,01/01/2000,4680216667,
Love Is Like Oxygen,Sweet,01/01/1993,3792216667,"Don Henley, Ike & Tina Turner, Annie Lennox"
Sabbath Bloody Sabbath,Black Sabbath,01/01/1973,5793766667,Rush
Radio Ga Ga - Live Aid,Queen,01/01/2018,4094666667,"Various Artists, The Clash"
Somebody to Shove,Soul Asylum,01/01/1992,2788-08-06,"The Cure, Social Distortion, Rage Against The Machine, Various Artists"
That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,01/01/1975,0851-03-01,"Deep Purple, AC/DC, KISS, DEVO, Stevie Wright"
This Is Gonna Hurt,Sixx:A.M.,01/01/2011,3938216667,Black Flag
Roll Away the Stone,Mott The Hoople,01/01/1974,2762-04-25,"Roger Glover, Led Zeppelin, The Clash, Roxy Music, Motörhead"
Gigantic,Pixies,01/01/1988,3961766667,"ZZ Top, Sleep, Faith No More, Accept, Nine Inch Nails"
Stay,Lisa Loeb & Nine Stories,01/01/1995,3062666667,"Sleep, En Vogue, Modest Mouse, Portishead"
An Honest Mistake,The Bravery,01/01/2005,3661766667,"The Offspring, The All-American Rejects"
Glad,Traffic,01/01/1970,6998216667,"Stevie Wonder, Jethro Tull, The Who, The Guess Who"
Phantom Limb,The Shins,01/01/2007,4792783333,"Sly & The Family Stone, Wolf Parade, Switchfoot"
Rainbow In The Dark,Dio,01/01/1983,3053-01-29,"DEVO, Iron Maiden, Diana Ross, Guns N' Roses, Iron Maiden"
Girls Got Rhythm,AC/DC,01/01/1979,3388216667,ZZ Top
Paper Planes,M.I.A.,01/01/2007,1909-04-18,Placebo
Kids Wanna Rock,Bryan Adams,01/01/1984,5893-02-01,
On Call,Kings of Leon,01/01/2007,3363333333,Collective Soul
You Took The Words Right Out Of My Mouth (Hot Summer Nights) - Live,Meat Loaf,01/01/1999,4834433333,"John Denver, Various Artists"
Straight to Hell - Remastered,The Clash,01/01/1982,5508433333,
Have A Nice Day,Bon Jovi,01/01/2005,3818433333,"Billy Talent, Dashboard Confessional, Editors, Saving Abel"
The Great Beyond,R.E.M.,01/01/2003,5116666667,G. Love & Special Sauce
Babies,Pulp,01/01/1994,4080433333,Bruce Springsteen
Dirty Little Secret,The All-American Rejects,01/01/2005,2783-09-02,
Keep Your Hands to Yourself,The Georgia Satellites,01/01/1986,3479333333,"Nirvana, Nirvana, Van Halen"
Two Tribes,Frankie Goes To Hollywood,01/01/1984,3468883333,"Frank Zappa, Donna Summer"
The Passenger,Iggy Pop,01/01/1977,4722666667,"AC/DC, The Police, The Beatles"
Bodysnatchers,Radiohead,01/01/2007,4038216667,"Billy Talent, Modest Mouse, Sixx:A.M."
Shake It Up,The Cars,01/01/1981,3590666667,"Rush, Thomas Dolby, Billy Joel"
Believe,Staind,01/01/2008,4288433333,"The Thrills, Kings of Leon, Bif Naked, My Morning Jacket"
Personal Jesus,Marilyn Manson,01/01/2004,1911-04-08,"Jack's Mannequin, Weezer, Chimaira, The The"
"The Cover of ""Rolling Stone""",Dr. Hook,01/01/1972,2874883333,"Elton John, Yes, Led Zeppelin, Rod Stewart, Little Feat"
Roll Over Beethoven,Electric Light Orchestra,01/01/1973,8151766667,"Bad Company, The Rolling Stones, The Rolling Stones, Jeff Beck"
Warning,Incubus,01/01/2001,3171-11-27,"Godsmack, David Bowie, The Lemonheads"
Fall On Me - 2011 Remaster,R.E.M.,01/01/1986,1907-10-02,"World Party, Ride, Billy Idol, World Party, Adolescents"
From the Blind Spot,Blacklistt,01/01/2013,2974-12-29,"Switchfoot, King Gizzard & The Lizard Wizard, No Doubt, The Angels"
What's Eatin' You,Airbourne,01/01/2007,6071-03-01,"I Am Giant, Missy Higgins, Mona, The Tragically Hip, Big Wreck"
The Best of My Love - 2013 Remaster,Eagles,01/01/1974,4581516667,"Joe Walsh, Led Zeppelin, Santana"
Ode To Billie Joe,Bobbie Gentry,01/01/1967,4250016667,"David Bowie, The Beatles"
3 Libras,A Perfect Circle,01/01/2000,3660666667,"The Smashing Pumpkins, Crossfade, Seven Mary Three"
Freaks In Love,Elton John,01/01/2020,3157-02-13,
Come Original,311,01/01/2004,1910-02-22,"Lifehouse, X-Ray Spex, Shinedown, Death From Above 1979, Foo Fighters"
Manic Depression,Jimi Hendrix,01/01/1967,3704883333,"John Mayall, Hawkwind"
Castles Made of Sand,Jimi Hendrix,01/01/1967,2815333333,"Thin Lizzy, Traffic, Steppenwolf"
The Kill,Thirty Seconds To Mars,01/01/2005,3858883333,"Billy Ocean, The Hives"
Fall Back Down,Rancid,01/01/2003,2918-08-15,"Foo Fighters, Plastic Bertrand, Kid Rock, Rage Against The Machine"
Fascination Street - Remastered,The Cure,01/01/1989,2531-05-01,Stabbing Westward
Talk,Coldplay,01/01/2005,5188183333,Eve 6
I Want You (She's So Heavy) - Remastered 2009,The Beatles,01/01/1969,7788666667,"Black Sabbath, Elton John, Linda Ronstadt, Lynyrd Skynyrd"
When I'm Sixty Four - Remastered 2009,The Beatles,01/01/1967,2627766667,
Drift Away,Various Artists,01/01/2017,1910-09-09,John Miles
Spilt Needles,The Shins,01/01/2007,3749166667,Brendan Benson
I Thank You,ZZ Top,01/01/2014,3032666667,"Players Since Creation, Little River Band, Lucinda Williams, Lucinda Williams"
Harmonic Generator,The Datsuns,01/01/2002,3066216667,"Machine Head, Hoobastank, Saliva, Bush"
Everything To Everyone,Everclear,01/01/1997,3337766667,311
Gutter Black,Hello Sailor,01/01/2012,2897766667,O.A.R.
Echoes,Pink Floyd,01/01/1971,8345-04-06,"Billy Joel, Bee Gees, King Crimson"
Too Much,Dave Matthews Band,01/01/1996,4360433333,"Live, Archers Of Loaf, Machine Head"
When The War Is Over - Live,Various Artists,01/01/2020,5373016667,"Earth Tongue, The Cars"
Flake,Jack Johnson,01/01/2001,4723333333,
Tear You Apart,She Wants Revenge,01/01/2005,3198-09-26,"3 Doors Down, Breaking Benjamin"
Walk Away Renee,The Left Banke,01/01/1967,2746883333,
Pure Massacre,Silverchair,01/01/1995,4977333333,"Cypress Hill, Beck, Better Than Ezra"
Bother,Stone Sour,01/01/2002,4006666667,"Wilson Pickett, Radiohead, Afroman, Wilco"
Big Gun,AC/DC,01/01/2009,3083-09-29,"Flyleaf, The Wombats, Lacuna Coil"
Same Ol' Situation (S.O.S.),Mötley Crüe,01/01/1989,4218666667,"Guns N' Roses, Jane's Addiction, Ministry, Echo & the Bunnymen"
Infected,Bad Religion,01/01/1994,4126666667,
It Ain't Me Babe,Bob Dylan,01/01/1964,1909-10-13,
The Fire Down Below,Bob Seger,01/01/1976,4452866667,Steppenwolf
Impossible Germany,Wilco,01/01/2007,5952666667,
Flavor Of The Weak,American Hi-Fi,01/01/2001,3147333333,"Arcade Fire, Story Of The Year, The Prodigy"
Teen Angst (What The World Needs Now),Cracker,01/01/1992,4.24,"The Exploited, Robert Plant, Various Artists"
Say You'll Haunt Me,Stone Sour,01/01/2010,4406216667,"Sponge, Flyleaf, Various Artists"
Unsung,Helmet,01/01/1992,3.94,"Alice In Chains, Aerosmith, Everclear, Manic Street Preachers, The Bucketheads"
Son of a Preacher Man,Aretha Franklin,01/01/1970,3211-03-01,Steppenwolf
Living Loving Maid (She's Just a Woman) - Remaster,Led Zeppelin,01/01/1969,1907-04-08,"Eagles, The Beatles"
Mouth for War,Pantera,01/01/1992,3955766667,"Alice In Chains, No Doubt, George Thorogood & The Destroyers, Warrant"
Ashes to Ashes - 2016 Remaster,Faith No More,01/01/1997,3603333333,"Primal Scream, Godsmack, Muse, Jackson Browne, The Lemonheads"
Stage Fright - Remastered 2000,The Band,01/01/1970,3728216667,
Whatever You Want,Status Quo,01/01/1979,0591-04-01,Wild Cherry
The Payback,James Brown,01/01/1973,7664883333,
Heatseeker,AC/DC,01/01/1988,3.84,"The Smiths, The Lemonheads"
The Boys of Summer,The Ataris,01/01/2003,2025-03-04,"The Walkmen, Limp Bizkit, A Perfect Circle, Foo Fighters, Incubus"
Blue On Black (feat. Kenny Wayne Shepherd,Five Finger Death Punch,01/01/2019,4576916667,"The Rolling Stones, Led Zeppelin, Various Artists, Queen, Ozzy Osbourne"
Days Go By,The Offspring,01/01/2012,4029766667,
Seagull - 2015 Remaster,Bad Company,01/01/1974,4080666667,"Heart, Bachman-Turner Overdrive, Bob Dylan"
Alone,Heart,01/01/1987,2898-02-10,"Prince, U2, Boston"
Youth Gone Wild,Skid Row,01/01/1989,3151-03-01,
The Core,Eric Clapton,01/01/1977,7571-08-01,"Lynyrd Skynyrd, Steely Dan, Billy Joel, Peter Frampton, Curtis Mayfield"
Boom Boom (Out Go The Lights) - Live,Pat Travers,01/01/1991,2025-06-05,"Jane's Addiction, Big Star, Jimmy Barnes, Urge Overkill, Various Artists"
Run-Around,Blues Traveler,01/01/2002,4668216667,Ozzy Osbourne
Witchy Woman - 2013 Remaster,Eagles,01/01/2003,4181466667,"Tribalistas, Tommy James & The Shondells, Shinedown, Red Hot Chili Peppers"
There's No Way Out of Here,David Gilmour,01/01/1978,1914-09-19,"Bonnie Tyler, Linda Ronstadt"
Proud Mary,Ike & Tina Turner,01/01/1991,4952216667,
September,Earth,01/01/2018,3584666667,"Ozzy Osbourne, Various Artists, Michael Jackson, The Clash"
Easy Livin',Uriah Heep,01/01/1972,2610433333,"Led Zeppelin, KISS, The Stranglers"
Amongst The Waves,Pearl Jam,01/01/2009,3981333333,"The Black Keys, Vampire Weekend"
Wasteland,10 Years,01/01/2005,3832883333,"Golden Earring, Stevie Ray Vaughan"
Resolve,Foo Fighters,01/01/2005,4810666667,"Jack's Mannequin, AC/DC, Radiohead, Lacuna Coil"
I'm a Man - 2002 Remaster,Chicago,01/01/1969,7712666667,"KISS, The Moody Blues, T. Rex, The Rolling Stones"
Why Does It Always Rain On Me?,Travis,01/01/1999,4416666667,"Queens of the Stone Age, Various Artists, Third Eye Blind, Coldplay"
Weak,Skunk Anansie,01/01/1996,3558216667,"Rancid, Pearl Jam"
Suicide Blonde,INXS,01/01/1990,8771-03-01,"New Order, Eric Clapton, KISS"
Summertime,Big Brother & The Holding Company,01/01/1968,3973333333,"Led Zeppelin, Santana, The Beatles"
Waterfront - 2002 Mix,Simple Minds,01/01/1983,1913-03-24,"Falco, Tom Petty and the Heartbreakers, The Smiths"
Sour Girl,Stone Temple Pilots,01/01/1999,4270883333,"Everlast, Jeff Buckley"
How's It Going to Be,Third Eye Blind,01/01/1997,3056-05-13,"Nirvana, Lisa Loeb & Nine Stories, Nirvana, Nirvana"
So You Want to Be a Rock 'N' Roll Star,The Byrds,01/01/1967,2102666667,"The Kinks, The Band, Roxy Music, The Kinks, Pete Townshend"
Evidence - 2016 Remaster,Faith No More,01/01/1995,4893333333,Switchfoot
People of the Sun,Rage Against The Machine,01/01/1996,5011-02-01,"Live, Live, Oasis, Sepultura, Alien Ant Farm"
Shock To The System,Billy Idol,01/01/1993,3561766667,
Don't Tread On Me,Metallica,01/01/1991,2996-09-04,"Faith No More, The Presidents Of The United States Of America, Candlebox"
(I Know) I'm Losing You - Single Version,Rare Earth,01/01/1970,3599766667,"Jethro Tull, The Guess Who, April Wine, Genesis"
Everybody Wants Some!! - 2015 Remaster,Van Halen,01/01/1980,5100816667,
Flirtin' with Disaster,Molly Hatchet,01/01/1979,4986666667,"Night Ranger, ABC, Twisted Sister, W.A.S.P., Dokken"
Generator,Foo Fighters,01/01/1999,3792666667,
South Side,Moby,01/01/1999,3818216667,"Interpol, Kasey Chambers, G. Love & Special Sauce"
The Old Apartment,Barenaked Ladies,01/01/1996,3499333333,"Killing Joke, The Goo Goo Dolls"
Bullet In My Hand,Redlight King,01/01/2011,3096433333,"Muse, Anberlin, Eric Clapton, Silversun Pickups, Interpol"
Sometime Around Midnight,The Airborne Toxic Event,01/01/2009,5059766667,"Silversun Pickups, The Bravery"
Sure Know Something,KISS,01/01/1979,0251-04-01,Boston
Better Be Home Soon,Crowded House,01/01/1988,3127766667,"Metallica, Heart, Pixies"
Soul Sacrifice,Santana,01/01/1969,6622216667,
Sea Legs,The Shins,01/01/2007,5376516667,
Celebration,Kool & The Gang,01/01/1999,3684883333,
She's Crafty,Beastie Boys,01/01/1986,2881-09-07,
Living the Crash - Bonus Track,I Am Giant,01/01/2014,4355333333,"Jimmy Jones, Paris Music, La Douche, REO Speedwagon"
Miserable,Lit,01/01/1999,4272216667,"The Goo Goo Dolls, Silverchair"
Dirty Blvd.,Lou Reed,01/01/1989,3487766667,"Dire Straits, Portishead, Various Artists, Melissa Etheridge"
Estranged,Guns N' Roses,01/01/1991,9398216667,
Die,Metallica,01/01/1998,2488883333,
Baker Street,Gerry Rafferty,01/01/1978,6093766667,
Slide,The Goo Goo Dolls,01/01/1998,3534433333,"10,000 Maniacs, Trapt, Jimmy Eat World, Live, Dinosaur Jr."
Livin' Thing,Electric Light Orchestra,01/01/1976,3538433333,"Boston, Ted Nugent, Journey, Boston"
All My Loving - Remastered 2009,The Beatles,01/01/1963,2130883333,"The Troggs, Martha Reeves & The Vandellas, The Beach Boys, The Temptations, Jefferson Airplane"
Josie,Steely Dan,01/01/1977,4513333333,"Stevie Wonder, Talking Heads, Neil Young"
Hand Me Down World,The Guess Who,01/01/1971,3611-03-01,"Status Quo, Roxy Music, Allman Brothers Band, Al Green"
Troublemaker,Weezer,01/01/2008,2744883333,"Pluto, No Doubt"
Be Like That,3 Doors Down,01/01/2000,4431766667,"The Coasters, Faith No More, Aerosmith"
Rain - Remastered 2009,The Beatles,01/01/1988,1908-04-09,"Divinyls, Melissa Etheridge, U2"
Crimson & Clover - Live,Joan Jett & The Blackhearts,01/01/2020,3384533333,"White Knight Instrumental, Various Artists, Various Artists"
Lay It on the Line,Triumph,01/01/2010,4100433333,
This Is War,Thirty Seconds To Mars,01/01/2009,5449716667,
I Should Have Known,Foo Fighters,01/01/2011,4262216667,"GANGgajang, Death Cab for Cutie, The Contours, The Stooges"
Falling Away from Me,Korn,01/01/1999,4515333333,"Red Hot Chili Peppers, Red Hot Chili Peppers, TOOL, Jamiroquai, Orgy"
Mad World,Tears For Fears,01/01/1983,3.59,"Led Zeppelin, Bryan Adams"
She's A Genius,Jet,01/01/2009,2980666667,"The Chemical Brothers, The Killers"
And She Was,Talking Heads,01/01/1985,3653333333,"The Smiths, Dave Dobbyn, Nine Inch Nails, Bow Wow Wow, Peter Gabriel"
Ah! Leah!,The Karaoke Channel,01/01/2015,3845583333,"The Versionarys, Ameritz Audio Karaoke, B the Star, Various Artists, Various Artists"
Don't Stop Me Now - Remastered 2011,Queen,01/01/1978,3490216667,"Elton John, Commodores, The Doobie Brothers, AC/DC, Blue Öyster Cult"
Lords of the Boards,Guano Apes,01/01/1997,2911-10-21,"The Smashing Pumpkins, Screaming Trees, Papa Roach, U2, U2"
Used To Love Her - Live In Japan / 1988,Guns N' Roses,01/01/1999,1911-03-09,"Six Feet Under, Jimmy Barnes, Finger Eleven, Ebba Grön, Kreator"
Forgotten Years - 2011 Remaster,Midnight Oil,01/01/1990,4276216667,"Queensrÿche, Oasis, Cracker"
