index,name,artist,release_date,length,featured_artists
1820,Rain - Remastered 2009,The Beatles,1988,3.022,"Divinyls, Melissa Etheridge, U2"
1821,Crimson & Clover - Live,Joan Jett & The Blackhearts,2020,3.384533333,"White Knight Instrumental, Various Artists, Various Artists"
1822,Lay It on the Line,Triumph,2010,4.100433333,
1823,This Is War,Thirty Seconds To Mars,2009,5.449716667,
1824,I Should Have Known,Foo Fighters,2011,4.262216667,"GANGgajang, Death Cab for Cutie, The Contours, The Stooges"
1825,Falling Away from Me,Korn,1999,4.515333333,"Red Hot Chili Peppers, Red Hot Chili Peppers, TOOL, Jamiroquai, Orgy"
1826,Mad World,Tears For Fears,1983,3.59,"Led Zeppelin, Bryan Adams"
1827,She's A Genius,Jet,2009,2.980666667,"The Chemical Brothers, The Killers"
1828,And She Was,Talking Heads,1985,3.653333333,"The Smiths, Dave Dobbyn, Nine Inch Nails, Bow Wow Wow, Peter Gabriel"
1829,Ah! Leah!,The Karaoke Channel,2015,3.845583333,"The Versionarys, Ameritz Audio Karaoke, B the Star, Various Artists, Various Artists"
1830,Don't Stop Me Now - Remastered 2011,Queen,1978,3.490216667,"Elton John, Commodores, The Doobie Brothers, AC/DC, Blue Öyster Cult"
1831,Lords of the Boards,Guano Apes,1997,3.69555,"The Smashing Pumpkins, Screaming Trees, Papa Roach, U2, U2"
1832,Used To Love Her - Live In Japan / 1988,Guns N' Roses,1999,4.086,"Six Feet Under, Jimmy Barnes, Finger Eleven, Ebba Grön, Kreator"
1833,Forgotten Years - 2011 Remaster,Midnight Oil,1990,4.276216667,"Queensrÿche, Oasis, Cracker"
1834,Mr. Blue Sky,Electric Light Orchestra,1977,5.056216667,Pink Floyd
1835,Rock 'n' Roll High School - 2002 Remaster,Ramones,1980,2.29,
1836,Let Go The Line,Max Webster,2017,3.542216667,"Nirvana, Keiynan Lonsdale"
1837,Fairies Wear Boots,Black Sabbath,1970,6.219866667,"Gram Parsons, The Association"
1838,Hey Nineteen,Steely Dan,1980,5.123333333,"Junior Murvin, Electric Light Orchestra, Stevie Wonder, KISS, Australian Crawl"
1839,The Pretender,Jackson Browne,1977,5.85,"Grateful Dead, Jimmy Buffett"
1840,Heat Of The Moment,Asia,1982,3.793766667,"Paul Simon, a-ha, KISS, Prince"
1841,Paradise Skies,Max Webster,2017,3.464216667,
1842,The Boy With the Arab Strap,Belle & Sebastian,1998,5.234433333,"Aerosmith, U2, Against Me!, Evanescence, The Flaming Lips"
1843,Baby Blue - Remastered 2010,Badfinger,1971,3.622433333,"Bob Seger, Creedence Clearwater Revival, The Stooges, Boston"
1844,Everybody's Changing,Keane,2004,3.586,
1845,Institutionalized,Suicidal Tendencies,1983,3.832666667,"Night Ranger, Violent Femmes, Dio, Talking Heads, Bob Seger"
1846,On Top,The Killers,2004,4.31555,Tonic
1847,Alone Again Or - 2015 Remaster,Love,1967,3.2879,"David Bowie, Crosby, Stills, Nash & Young, Santana, Crosby, Stills, Nash & Young, Elton John"
1848,Cowboy,Kid Rock,1998,4.297766667,
1849,Are You Old Enough,Dragon,1978,4.142666667,"AC/DC, Ultravox"
1850,Love Vigilantes - 2015 Remaster,New Order,1985,4.321766667,
1851,Brick,Ben Folds Five,1997,4.528666667,"Radiohead, Robbie Williams"
1852,All I Want,The Offspring,1997,1.9111,"Pantera, Sepultura, Depeche Mode, Our Lady Peace"
1853,Mona Lisas And Mad Hatters,Elton John,1972,5.008433333,"Billy Joel, The Doors, The Beatles, Pink Floyd, The Stylistics"
1854,Katmandu,Bob Seger,1975,6.12755,"The Who, Rick Derringer, Tom Petty and the Heartbreakers, KISS, Bruce Springsteen"
1855,Soft Rock Star [Jimmy vs. Joe Mix],Metric,2007,4.398216667,"Pearl Jam, Dead By Sunrise, HELLYEAH"
1856,Human Race,Red Rider,1983,2.9911,"Thin Lizzy, Peter Gabriel, Forrest"
1857,Out Of Control,Hoobastank,2003,2.701766667,"Wanda Jackson, Puddle Of Mudd"
1858,Stand - Remastered,R.E.M.,1988,3.216,"Lionel Richie, The Beatles, INXS, Gin Blossoms"
1859,Sweet Sixteen - Remastered,Billy Idol,2001,4.24555,"Phantom Planet, The Killers, Arlo Guthrie, The Dandy Warhols, The Mighty Mighty Bosstones"
1860,Before I Forget,Slipknot,2004,4.643333333,"Good Charlotte, Fall Out Boy, Arcade Fire, Avenged Sevenfold, The Killers"
1861,I'm Going Home - Live at Woodstock,Ten Years After,1970,9.527766667,"Bruce Springsteen, The Kinks, Alice Cooper, KISS, Elton John"
1862,I Hear You Knocking,Dave Edmunds,2016,2.833333333,"Elvis Presley, Hurts, Keane, The Beta Band"
1863,Radioactive,The Firm,1985,2.82,"John Farnham, Squeeze, The Angels, The Human League, Bruce Springsteen"
1864,Into Your Arms,The Lemonheads,1993,2.7451,"U2, Cake, Judas Priest, Gin Blossoms"
1865,Incense And Peppermints,Strawberry Alarm Clock,1967,2.790883333,"Bob Dylan, Neil Young, The Band"
1866,Paralyzed,Rock Kills Kid,2006,3.07755,"Pet Shop Boys, Goldfinger, Slash, The Fratellis, Nightmare Of You"
1867,Attitude,Sepultura,1996,4.256666667,"Nine Inch Nails, Bruce Springsteen, Faith No More, Megadeth, R.E.M."
1868,One of These Days,Pink Floyd,1971,5.910216667,Lynyrd Skynyrd
1869,Lights,Journey,1978,3.172216667,"Ace, Neil Young"
1870,Hard Woman,Mick Jagger,1985,4.455766667,"Loverboy, Living Colour"
1871,Tell Her No,The Zombies,2007,2.11,"Ty Segall, Seven Mary Three, José González, John Miles"
1872,When Worlds Collide,Powerman 5000,1999,2.966,Soundgarden
1873,Cover Me,Candlebox,1993,4.7591,"Indigo Girls, Nirvana"
1874,Life Is a Carnival - Concert Version,The Band,2002,4.43,
1875,Fool for the City,Foghat,1975,4.530883333,"Tom Petty and the Heartbreakers, The Rolling Stones, Saxon, Wizzard"
1876,I'm Not Sorry,Morrissey,2004,4.6931,Spoon
1877,Travelling Riverside Blues - 29/6/69 Top Gear; 2016 Remaster,Led Zeppelin,2016,5.181766667,"Katori Walker, Primal Scream, The Go-Betweens"
1878,Be Mine Tonight,Th' Dudes,1979,6.1291,"Queen, Talking Heads, Eddie Money"
1879,Black Knight,Various Artists,2018,3.755666667,"Local H, Grindhouse Hotel, Calling All Cars, Joan Jett & The Blackhearts"
1880,Ripple - 2013 Remaster,Grateful Dead,1970,4.162216667,"The Beatles, Steppenwolf, Donovan"
1881,Mirrorball - elbowrooms,Elbow,2020,5.8391,
1882,Cry Baby,Janis Joplin,1971,3.976666667,"The Beatles, Alice Cooper, Steppenwolf, Fleetwood Mac, Billy Joel"
1883,Here In Your Bedroom,Goldfinger,1996,3.18,"Sneaker Pimps, Superdrag, The Rolling Stones, G. Love & Special Sauce, Sting"
1884,"If I Had $1,000,000",Barenaked Ladies,1992,4.44555,"Great White, Texas, The Smashing Pumpkins, Terence Trent D'Arby"
1885,Blue Moon of Kentucky,Elvis Presley,1959,2.044666667,Larry Williams
1886,Going To A Go-Go,Smokey Robinson & The Miracles,1965,2.7631,"Four Tops, The Stooges, The Monks, The Animals, Free"
1887,Ice Cream Man - 2015 Remaster,Van Halen,1978,3.306216667,"Judas Priest, The Modern Lovers, Bruce Springsteen, Warren Zevon, Genesis"
1888,Behind Blue Eyes,Limp Bizkit,2003,4.49955,"PJ Harvey, The Proclaimers, Chris Isaak, The Strokes"
1889,Bad Habit,The Offspring,1994,3.731766667,"Metallica, Goldfinger, Collective Soul"
1890,To Be With You - 2010 Remastered Version,Mr. Big,1991,3.508,"U2, The Smashing Pumpkins, R.E.M."
1891,Eye,The Smashing Pumpkins,2001,4.907333333,"Ben Folds Five, Soul Coughing, Frankie Valli & The Four Seasons, Fur Patrol, Pete Murray"
1892,Drop Your Guns,April Wine,1972,3.619766667,Allman Brothers Band
1893,Peaches,The Presidents Of The United States Of America,1995,2.86155,"Skid Row, EMF"
1894,Slice of Heaven,Dave Dobbyn,1988,4.622666667,"The Moody Blues, Various Artists, Jon Bon Jovi, Pearl Jam"
1895,Almost Honest - Remastered 2004 / Remixed,Megadeth,1997,4.142666667,"Foo Fighters, 311"
1896,Hands,The Raconteurs,2006,4.02,"The Killers, Electric Wizard, HIM, 10 Years"
1897,Summersong,The Decemberists,2006,3.522883333,INXS
1898,Crumblin' Down,John Mellencamp,1983,3.568883333,"Van Halen, Rainbow, Duran Duran"
1899,The Needle and the Damage Done - 2009 Remaster,Neil Young,1972,2.0531,
1900,Popular,Nada Surf,1996,3.676433333,
1901,Sometimes You Can't Make It On Your Own,U2,2004,5.084666667,"Muse, Blur"
1902,Help Is On The Way,Rise Against,2011,3.958,"Stone Sour, Foster The People, Foo Fighters"
1903,Empty Rooms,Gary Moore,1985,4.290666667,"The Psychedelic Furs, Santana, Booker T. & the M.G.'s"
1904,New Girl Now,Honeymoon Suite,1984,3.61155,"Squeeze, Todd Rundgren, Edie Brickell & New Bohemians"
1905,Driving Wheels,Jimmy Barnes,1987,5.262216667,The Black Crowes
1906,I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,1998,5.057766667,"Sum 41, Fuel, Creed, Van Halen, Stabbing Westward"
1907,Stan,Eminem,2000,6.7351,"Tenacious D, The Smashing Pumpkins"
1908,I Got Id,Pearl Jam,2004,4.864883333,
1909,Smile Like You Mean It,The Killers,2004,3.901766667,Muse
1910,Dead Man's Party,Oingo Boingo,1985,6.360433333,Night Ranger
1911,The Magnificent Seven - Remastered,The Clash,1980,5.558666667,"The Church, Talking Heads"
1912,Ahead By A Century - Live,The Tragically Hip,1996,5.427766667,"Tim Finn, Bic Runga, Dave Dobbyn, 54-40, The Living End, The Bluetones, Red Snapper"
1913,Connection,Elastica,1995,2.341333333,
1914,Last Kiss,J. Frank Wilson & The Cavaliers,2015,2.478,"Phil Phillips, James Carr, Billy Bragg"
1915,Say What You Want,Texas,1997,3.897766667,"Bad Religion, Nine Days, Godsmack"
1916,Got Me Under Pressure - 2008 Remaster,ZZ Top,1983,4.0511,
1917,FM,Steely Dan,1985,4.85,"Crosby, Stills, Nash & Young"
1918,Kim Mitchell's Patio Lanterns,The Smile Case,2019,2.17255,"Various Artists, Various Artists"
1919,Sinking Like A Sunset,Tom Cochrane,1992,5.77555,"John Farnham, Manic Street Preachers, 54-40, Ash"
1920,War Machine,AC/DC,2008,3.1631,"The Chiffons, Coldplay"
1921,Dirty Work,Steely Dan,1972,3.123333333,"Crosby, Stills, Nash & Young, David Bowie, Jefferson Airplane"
1922,Roscoe,Midlake,2008,4.781333333,"Liz Phair, The White Stripes"
1923,Always On The Run,Lenny Kravitz,1991,3.884433333,"Rage Against The Machine, Living Colour, The Boo Radleys"
1924,Maneater,Daryl Hall & John Oates,1982,4.552883333,Pat Benatar
1925,Woodstock,Joni Mitchell,1970,5.448883333,
1926,I'm In Love With My Car - Remastered 2011,Queen,1975,3.08155,Triumph
1927,"Blinded by the Light - Live at Paramount Theatre, Asbury Park, NJ - 11/24/96",Bruce Springsteen,2020,4.978,"Big Sugar, Max Webster, Buddy Holly, Streetheart"
1928,Tender,Blur,1999,7.6991,"Various Artists, Weezer"
1929,Pace Is The Trick,Interpol,2007,4.621766667,"We Are The Fallen, Thirty Seconds To Mars, Shinedown"
1930,Nude,Radiohead,2007,4.256433333,"Chicago, Rise Against, Linkin Park"
1931,Because - Remastered 2009,The Beatles,1969,2.7611,
1932,"You're The First, The Last, My Everything - Single Version",Barry White,2018,3.549766667,"Elvis Presley, Frank Zappa"
1933,Volcano Girls,Veruca Salt,1997,3.31555,Foo Fighters
1934,Tripping Billies,Dave Matthews Band,1996,5.007333333,"Beck, The Tragically Hip, Deftones, Lenny Kravitz"
1935,"Holland, 1945",Neutral Milk Hotel,1998,3.208883333,"Disturbed, 10,000 Maniacs, Korn, Various Artists, Rammstein"
1936,I Don't Love You,My Chemical Romance,2006,3.978,Santana
1937,Maybe,Opshop,2007,3.4591,"Villainy, Ben Harper, Midnight Youth"
1938,If It Makes You Happy,Sheryl Crow,1996,5.414,Lenny Kravitz
1939,Change,Tears For Fears,1983,4.233333333,
1940,Hey Ladies,Beastie Boys,1989,3.796216667,"Tori Amos, Paul Weller, Pretenders, R.E.M."
1941,Let It Die,Ozzy Osbourne,2010,6.096883333,"The Tragically Hip, Thee Oh Sees, The Offspring, Velvet Revolver, Janis Joplin"
1942,Master Blaster (Jammin'),Stevie Wonder,1980,5.134433333,"Brian Eno, Genesis"
1943,Imperium,Machine Head,2003,6.694883333,"Our Lady Peace, Foo Fighters, Beck, Hot Hot Heat"
1944,Ode To LRC,Band of Horses,2007,4.27555,"James Brown, The Sheepdogs, One Bad Son"
1945,The Last Remaining Light,Audioslave,2002,5.286,"Silverchair, Tommy James & The Shondells, Incubus"
1946,The Outlaw Torn,Metallica,1996,9.81,"The Smashing Pumpkins, Morrissey, CAN, Faith No More"
1947,Take It Back,Pink Floyd,1994,6.20375,
1948,You're the Inspiration - 2006 Remaster,Chicago,1984,3.820666667,"Various Artists, Elton John, Journey, Cher"
1949,All We Are,Kim Mitchell,1984,4.7451,"Great White, Eric Clapton, Various Artists, Bryan Adams, Stevie Wonder"
1950,Hero,Enrique Iglesias,2001,4.404,"Justin Timberlake, The All-American Rejects, Gnarls Barkley"
1951,"All Good Naysayers, Speak Up! Or Forever Hold Your Peace!",Sufjan Stevens,2003,4.558666667,"Velvet Revolver, The Tragically Hip"
1952,Open Arms,Journey,1981,3.36955,Styx
1953,Vienna - 2009 Remaster,Ultravox,1981,4.659766667,"Queen, Styx, The Human League"
1954,I'll Stick Around,Foo Fighters,1995,3.87555,"Metallica, KISS, Fatboy Slim, U2"
1955,Peace Train,Yusuf / Cat Stevens,1971,4.188883333,"Boston, Black Sabbath, Boston"
1956,Baker Street (8-Bit Computer Game Version),8-Bit Arcade,2020,5.730883333,"The Smashing Pumpkins, REO Speedwagon, Various Artists"
1957,Square One,Coldplay,2005,4.7939,"Midlake, Willie Nelson, Grateful Dead, Alex Lloyd, No Doubt"
1958,Always,blink-182,2003,4.198216667,"Bloc Party, Puddle Of Mudd, Creed"
1959,Can't Get Enough,Supergroove,1994,3.327766667,"Finger Eleven, Nightwish, The Cruel Sea, Pearl Jam, Pennywise"
1960,Geek Stink Breath,Green Day,1995,2.254883333,"No Doubt, Soundgarden, Bush"
1961,Lonely Is The Night - Remastered,Billy Squier,1981,4.690883333,"The Police, The Smiths, Kate Bush"
1962,Pets,Porno for Pyros,1993,3.612216667,"Emerson, Lake & Palmer, Ugly Kid Joe"
1963,A Million Vacations,Max Webster,2017,3.26755,"REO Speedwagon, The Cars"
1964,Straight Lines,Silverchair,2007,4.29555,"Lynyrd Skynyrd, Gary Clark Jr., OneRepublic"
1965,My Very Best,Elbow,2005,5.5591,"Status Quo, Slash"
1966,Little Sister,Queens of the Stone Age,2005,2.900433333,"Transplants, The Used"
1967,Supersystem,the feelers,2008,5.269333333,"The Angels, The Killers, Fuel"
1968,Dead Leaves and the Dirty Ground,The White Stripes,2001,3.076666667,"The Raconteurs, Elliott Smith"
1969,"Grace, Too",The Tragically Hip,1994,5.582216667,"Iron Butterfly, The Goo Goo Dolls, Pavement, Lighthouse Family, The Beta Band"
1970,Sex Dwarf - Original Version,Soft Cell,1981,5.272216667,"Crowded House, Styx, Talking Heads"
1971,I'm A Man,The Spencer Davis Group,2019,2.944433333,
1972,Angel Of Death,Slayer,1986,4.857333333,
1973,The Upper Peninsula,Sufjan Stevens,2003,3.39155,"Tom Waits, Olivia Newton-John"
1974,Time Is Tight,Various Artists,1993,3.253766667,
1975,"Candy [In the Style of ""Iggy Pop & Kate Pierson""]",Done Again,2011,4.120766667,"Ty Segall, The Checks"
1976,Three Little Birds,Bob Marley & The Wailers,1977,3.004433333,"Al Green, Daryl Hall & John Oates, John Mellencamp, America, TOTO"
1977,Captain Jack,Billy Joel,1973,7.284,Eric Clapton
1978,All the Way from Memphis,Mott The Hoople,1973,5.042666667,
1979,Presence Of The Lord,Blind Faith,1969,4.818883333,"Santana, Jethro Tull, Various Artists, Genesis"
1980,Lead or Follow - Radio Edit,Shihad,2010,3.939766667,Tracer
1981,Love My Way,The Psychedelic Furs,1982,3.566216667,Asia
1982,Soldier Girl,The Polyphonic Spree,2002,3.984433333,"Lucinda Williams, Ronny & The Daytonas"
1983,Bang And Blame,R.E.M.,1994,5.51555,"Three Dog Night, Sleep"
1984,Fool for Your Loving - 2011 Remaster,Whitesnake,1980,4.317766667,"The Vapors, U2, The Cars"
1985,Juliette,Hollerado,2010,3.1071,"Imperiet, Hoobastank"
1986,Video Killed The Radio Star,The Buggles,1980,4.212883333,"Fleetwood Mac, Eurythmics, Bob Seger, Ted Nugent, David Bowie"
1987,Thinking of You,Harlequin,1980,4.363333333,Steve Winwood
1988,Nice Guys Finish Last,Green Day,1997,2.814433333,New Found Glory
1989,Chest Fever - Remastered,The Band,1968,5.2259,"The Kinks, Aerosmith, The Standells"
1990,"He Ain't Heavy, He's My Brother",The Hollies,1967,4.297316667,"Hot Tuna, The Beatles, Various Artists, The Impressions, King Crimson"
1991,Sail,AWOLNATION,2011,4.318366667,"The Lumineers, My Chemical Romance, Radiohead"
1992,Love on the Rocks with No Ice,The Darkness,2003,5.951766667,"The Tragically Hip, Finch, The Band, Chimaira"
1993,Wave of Mutilation (UK Surf),Pixies,2001,3.002216667,Pete Murray
1994,Knives Out,Radiohead,2001,4.247766667,"George Michael, The Yardbirds, Lenny Kravitz, Oleander"
1995,Rolling in the Deep,Adele,2011,3.804883333,"The Strokes, Amy Winehouse, OneRepublic, Madonna, Young the Giant"
1996,Who Loves Who The Most,Various Artists,2020,4.238666667,"Ty Segall, The Cars, Leonard Cohen"
1997,Pioneer To The Falls,Interpol,2007,5.708883333,"Incubus, AFI"
1998,Annie's Song,John Denver,1974,3.01155,"The Stylistics, The Beatles, Yusuf / Cat Stevens, Rod Stewart"
1999,My Music At Work,The Tragically Hip,2005,3.106883333,"Korn, Black Kids, Finger Eleven, Hundred Reasons"
2000,Shoot out the Lights,Richard & Linda Thompson,1982,5.407333333,Straight Lines
2001,Little Black Submarines,The Black Keys,2011,4.187766667,"The Contours, Ann Peebles, Paramore"
2002,Forever Autumn,Lake Of Tears,1999,5.932216667,"Various Artists, The White Stripes, The Beautiful South"
2003,Hard to Say I'm Sorry - 2007 Remaster,Chicago,2007,3.690216667,
2004,Skinny Love,Bon Iver,2008,3.975533333,"Canned Heat, Radiohead, Sufjan Stevens"
2005,Young Pilgrims,The Shins,2003,2.7931,"Beck, Matthew Good Band, Grandaddy, Olivia Newton-John"
2006,Excuse Me Mr.,No Doubt,1995,3.078883333,
2007,Kitty,The Presidents Of The United States Of America,1995,3.38555,Collective Soul
2008,Medication,Primal Scream,1997,3.881333333,"The Tea Party, Six Feet Under, Jeremiah Freed, the feelers"
2009,Giddy Stratospheres,The Long Blondes,2007,5.172433333,Long John Baldry
2010,Question!,System Of A Down,2005,3.343333333,"Disturbed, Disturbed"
2011,Faget,Korn,1994,5.8251,Ozzy Osbourne
2012,Waltz #2 (XO),Elliott Smith,1998,4.668433333,"Pearl Jam, Aaron Neville, Live, Ben Harper And The Innocent Criminals, The Smashing Pumpkins"
2013,Why Does Love Do This To Me,The Exponents,1992,3.428883333,"The Tragically Hip, Supergrass, Beck"
2014,Wild Flower,The Cult,1987,3.638216667,"Patti LaBelle, Bruce Springsteen, The Black Sorrows, Various Artists, The Smiths"
2015,Complete Control,The Clash,2013,3.214216667,"Wolfmother, We Are The Fallen, The Tragically Hip, King Gizzard & The Lizard Wizard"
2016,See No Evil,Television,1977,3.882666667,"Jackson Browne, Nazareth, Aerosmith, Sherbet, Bruce Springsteen"
2017,"Lawyers, Guns and Money - 2007 Remaster",Warren Zevon,1978,3.508,"David Bowie, Van Halen, Billy Joel, The Psychedelic Furs, The Band"
2018,I Like To Rock,April Wine,1979,4.380433333,"Bob Dylan, Divinyls, Trooper, Genesis"
2019,Babylon,David Gray,1998,4.427766667,"Godsmack, Roxy Music, Ozzy Osbourne, PJ Harvey"
2020,Laura,Scissor Sisters,2004,3.6011,
2021,If There Is Something,Roxy Music,1972,6.5751,"ZZ Top, Bruce Springsteen"
2022,Ain't Too Proud To Beg,The Temptations,1966,2.602883333,"The Who, The Doors"
2023,Try Honesty,Billy Talent,2003,4.228433333,"Oasis, Creed, TOOL"
2024,Up All Night,blink-182,2011,3.328433333,
2025,George,Headless Chickens,1997,4.18555,"Weezer, Fuel"
2026,Nothing In My Way,Keane,2006,4.006433333,"Velvet Revolver, Chevelle, Bobby Darin, The Used, Trapt"
2027,For What It's Worth,Placebo,2009,2.784216667,"Jon McLaughlin, The Crystals"
2028,Points of Authority,Linkin Park,2000,3.337333333,Foo Fighters
2029,Drift And Die,Puddle Of Mudd,2001,4.417766667,"Marilyn Manson, Jefferson Airplane, Alien Ant Farm, Stabbing Westward, Gravity Kills"
2030,12:51,The Strokes,2003,2.552216667,"Bon Jovi, Flyleaf, Sum 41"
2031,Mony Mony,Tommy James & The Shondells,1968,2.902216667,"The Yardbirds, Raspberries"
2032,"Monday, Monday - Single Version",The Mamas & The Papas,1966,3.47155,"Led Zeppelin, Elvis Presley"
2033,Miss Modular,Stereolab,1997,4.4913,"Paul Weller, Poe, Lighthouse Family"
2034,Pieces,Sum 41,2004,3.034,"Rod Stewart, Incubus, Kid Rock"
2035,Power - Remastered version,Clawfinger,1995,3.224433333,
2036,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,1987,3.596,"The Black Crowes, Queen, Bryan Ferry, Patti Smith"
2037,Cough Syrup,Young the Giant,2011,4.158666667,"Florence + The Machine, John Paul Young, The Black Keys"
2038,The Bleeding Heart Show,The New Pornographers,2005,4.452433333,
2039,Marrakesh Express - 2005 Remaster,"Crosby, Stills & Nash",1969,2.611333333,"Canned Heat, Queen, Santana, Loggins & Messina"
2040,Helicopter,Bloc Party,2005,3.676216667,Foo Fighters
2041,Malibu,Hole,1998,3.834,"Shinedown, American Hi-Fi, A Perfect Circle, Tonic, The Flaming Lips"
