index,name,artist,release_date,length,popularity,featured_artists
1537,A Kind Of Magic - Remastered 2011,Queen,1986,4.404216667,68,"Phil Collins, KISS, Pennywise, Guns N' Roses, Fleetwood Mac"
1538,Fooling Yourself (The Angry Young Man),Styx,1977,5.5311,47,"Dragon, Deep Purple, Dan Fogelberg, David Gilmour, The Doobie Brothers"
1539,Kentucky Woman,Deep Purple,1968,4.742216667,32,"The Guess Who, The Doobie Brothers, Spirit, The Who"
1540,One Fine Day,The Chiffons,2004,2.13665,60,"AC/DC, Saliva, Bruce Springsteen, Nirvana, Against Me!"
1541,Happy?,Mudvayne,2005,3.6071,68,"My Chemical Romance, HammerFall, The Ataris, Linkin Park"
1542,Changed the Locks,Lucinda Williams,2014,3.730883333,36,INXS
1543,Veronica,Elvis Costello,1989,3.158433333,53,"Various Artists, Beastie Boys, R.E.M."
1544,Mama Kin,Aerosmith,1973,4.453766667,51,Little Feat
1545,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Yes,1972,18.68755,46,
1546,Talk Shows on Mute,Incubus,2004,3.806666667,52,Chubby Checker
1547,Blue Monday,Orgy,1998,4.45,61,"Dinosaur Jr., Beck, The All-American Rejects, Bob Marley & The Wailers"
1548,The Dark End of the Street,James Carr,2013,2.566433333,45,"Various Artists, The Moody Blues, Various Artists"
1549,We Are The World,U.S.A. For Africa,1985,7.122216667,68,"Elton John, Steve Winwood"
1550,When I Grow Up,Garbage,1998,3.408783333,39,"Spiritualized, Lo Fidelity Allstars"
1551,Love Rollercoaster,Classic Sounds,2014,4.44355,24,"Steriogram, HIM, My Morning Jacket, Zodiac Mindwarp & The Love Reaction"
1552,You Might Think,The Cars,1984,3.078616667,60,The Smiths
1553,Get Together,The Youngbloods,1967,4.654666667,54,"The Velvet Underground, The Byrds"
1554,Cornflake Girl,Tori Amos,1994,5.09155,60,
1555,And We'll Defy,I Am Giant,2011,4.168666667,23,Sam Roberts Band
1556,Got My Mind Set On You - Remastered 2004,George Harrison,1987,3.910883333,71,"Talking Heads, John Mellencamp"
1557,Something In The Air,Thunderclap Newman,1969,3.906,54,
1558,Say You Love Me,Fleetwood Mac,1975,4.165766667,64,"The O'Jays, The Isley Brothers, Earth, Wind & Fire, Pete Townshend"
1559,Da Ya Think I'm Sexy?,Rod Stewart,1978,5.522216667,69,
1560,Smokin',Boston,1976,4.356433333,63,
1561,Don't Come Around Here No More,Tom Petty and the Heartbreakers,1985,5.122216667,56,"Dire Straits, The Police, Jane's Addiction, Loverboy"
1562,Only,Nine Inch Nails,2005,4.384883333,46,
1563,Rollin' (Air Raid Vehicle),Limp Bizkit,2000,3.562666667,74,Nirvana
1564,Are You In?,Incubus,2001,4.403333333,61,
1565,"April 29, 1992 (Miami)",Sublime,1996,3.89,43,
1566,Bat Country,Avenged Sevenfold,2005,5.196883333,69,P!nk
1567,The Promised Land,Bruce Springsteen,1978,4.474216667,48,
1568,You're Beautiful,James Blunt,2005,3.49155,76,"Five For Fighting, Paramore, Sam Cooke, Audioslave, The Temptations"
1569,The Great Gig in the Sky,Pink Floyd,1973,4.7312,66,"Carpenters, Big Brother & The Holding Company, Bill Withers, Neil Young"
1570,Anything Goes,Cole Porter,2011,5.804216667,49,"Johnny Cash, Grace Potter & The Nocturnals, LEISURE, Local H, Various Artists"
1571,Stop! In The Name Of Love - Single Version,The Supremes,1965,2.881766667,64,"Bee Gees, Creedence Clearwater Revival, Nancy Sinatra"
1572,Psycho,The Sonics,1991,2.347766667,44,"Europe, The Tragically Hip"
1573,This is Radio Clash,The Clash,2013,4.208,43,"Various Artists, Sweet, King Gizzard & The Lizard Wizard, Glenn Frey, Dr. Dog"
1574,I Get It,Chevelle,2007,3.916433333,51,"blink-182, Backyard Babies, Say Anything, Rival Sons"
1575,Ready To Fall,Rise Against,2006,3.7951,47,"Manchester Orchestra, Metric"
1576,Romeo and Juliet,Dire Straits,1980,6.02325,55,"Frank Zappa, The Jesus and Mary Chain, Rainbow, Fleetwood Mac"
1577,Still Frame,Trapt,2002,4.518216667,50,"Staind, Everclear, The Offspring"
1578,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,2008,5.601866667,65,"Bob Marley & The Wailers, Three Days Grace, The Used"
1579,I Will Buy You A New Life,Everclear,1997,3.968883333,55,"Veruca Salt, Bruce Springsteen"
1580,Sail Away - Remastered,Randy Newman,1972,2.887766667,36,
1581,Africa,TOTO,1982,4.93155,83,"Bob Marley & The Wailers, Prince, Kansas, Heart, Pink Floyd"
1582,Raise The Alarm,The Living End,2008,3.624666667,36,Dr. Dog
1583,Little Talks,Of Monsters and Men,2012,4.443333333,59,"The Killers, Santana, Robbie Williams, Avenged Sevenfold"
1584,Twilight Zone,Golden Earring,2008,7.968433333,57,"Huey Lewis & The News, Foo Fighters, Wilco, The Raconteurs"
1585,Cemetry Gates - 2011 Remaster,The Smiths,1986,2.684,54,"Patti Smith, AC/DC"
1586,Hello It's Me,Todd Rundgren,1972,4.40155,55,"The O'Jays, AC/DC, Slade"
1587,Not Your Fault,AWOLNATION,2011,4.041166667,54,"Red Hot Chili Peppers, Sick Puppies"
1588,Swallowed - Remastered,Bush,1996,4.850883333,52,"the feelers, Crowded House, Lloyd Price, Sentenced, The Sonics"
1589,Is She Really Going Out With Him?,Joe Jackson,1979,3.584433333,59,"Eric Carmen, Jethro Tull, The Doobie Brothers, Bruce Springsteen, Lionel Richie"
1590,We're Here For A Good Time (Not A Long Time),Trooper,1977,3.570883333,51,"The O'Jays, The Hollies, Dire Straits"
1591,Addicted,Saving Abel,2008,3.713766667,68,My Chemical Romance
1592,Prime Mover (Re-Recorded Version),Zodiac Mindwarp & The Love Reaction,2009,3.198516667,17,"Dinosaur Feathers, A Change of Pace, Our Lady Peace"
1593,Little Black Backpack (Remastered),Stroke 9,2010,3.748983333,50,
1594,Look Around,Red Hot Chili Peppers,2011,3.466666667,59,"The Offspring, Sixx:A.M., Bruce Springsteen"
1595,No Resolution,Seether,2011,3.137283333,26,"Scorpions, The Dresden Dolls"
1596,No Cars Go,Arcade Fire,2007,5.7271,58,"Various Artists, Everything But The Girl, Goanna, Thirty Seconds To Mars"
1597,No Ordinary Thing,Opshop,2005,5.456666667,34,"My Morning Jacket, Spoon"
1598,That's When I Reach For My Revolver,Mission Of Burma,1981,3.892883333,50,"The Smiths, Bruce Springsteen, The Greg Kihn Band, The Moody Blues"
1599,What's This Life For,Creed,1997,4.1371,53,
1600,Crazy,Willie Nelson,1962,2.88335,46,
1601,Holiday in Cambodia,Dead Kennedys,1987,3.747766667,62,Mötley Crüe
1602,Blue Collar Man (Long Nights),Styx,1978,4.122883333,53,"Little River Band, Steve Miller Band"
1603,Changes - 2013 Remaster,Black Sabbath,1972,4.708283333,49,"Traffic, King Crimson, Bob Dylan, Supertramp"
1604,Lakeside Park - Live,Rush,1975,4.126666667,41,"Bachman-Turner Overdrive, Wreckless Eric"
1605,The Rain Song - Remaster,Led Zeppelin,1973,7.65155,62,Neil Young
1606,Scarlet Begonias - 2013 Remaster,Grateful Dead,1974,4.328366667,59,"Dr. Hook, The Charlie Daniels Band, Crosby, Stills, Nash & Young"
1607,Spinning Wheel,"Blood, Sweat & Tears",1968,4.1211,51,
1608,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997,3.58555,72,"Lifehouse, Foo Fighters, Powerman 5000, Tal Bachman"
1609,I'll Wait - 2015 Remaster,Van Halen,1984,4.6691,58,"Oingo Boingo, Billy Joel"
1610,The Trees,Rush,1978,4.708433333,48,"Australian Crawl, AC/DC, Bob Seger, Siouxsie and the Banshees, Violent Femmes"
1611,Radio Nowhere,Bruce Springsteen,2007,3.317766667,56,
1612,Separate Ways (Worlds Apart),Journey,1983,5.3951,67,
1613,Jack-Ass,Beck,2004,4.204666667,29,"Various Artists, Ronny & The Daytonas, The Polyphonic Spree, The Guess Who"
1614,Joker & The Thief - Final Hour Mix,Wolfmother,2018,2.517633333,44,"Various Artists, Screamin' Jay Hawkins, Doucette, Various Artists, King Gizzard & The Lizard Wizard"
1615,Please Bleed,Ben Harper And The Innocent Criminals,1999,4.6311,31,"Limp Bizkit, Elliott Smith, Fats Domino, Elbow"
1616,Larger Than Life - Sin Sing Studio Mix,the feelers,2003,3.587766667,41,
1617,Shot in the Dark,Ozzy Osbourne,1986,4.27155,62,"Depeche Mode, Talk Talk, Pantera, Metallica, Morrissey"
1618,Between the Lines,Stone Temple Pilots,2010,2.843766667,36,"Soundgarden, Mutemath, Dick Dale"
1619,When the Children Cry,White Lion,1987,4.31,62,"Australian Crawl, Sheriff, Various Artists"
1620,I Will Dare,The Replacements,1984,3.290433333,47,"Cocteau Twins, AC/DC, Saxon, Pete Townshend"
1621,No Particular Place To Go,Chuck Berry,1964,2.716666667,62,"The Beatles, The Doors, The Beatles"
1622,Only Wanna Be with You,Various Artists,2020,3.826433333,0,
1623,Original Sin,INXS,2011,5.3091,43,"The Living End, The Black Angels, The Stooges"
1624,Sweet Thing - 1999 Remaster,Van Morrison,1968,4.425766667,63,"Marvin Gaye, Led Zeppelin, Joe Walsh, The Beatles, Blind Faith"
1625,Ship of Fools,World Party,1987,4.474883333,51,Eric Clapton
1626,Ch-Check It Out,Beastie Boys,2004,3.2071,56,"Elvis Presley, Shinedown, Our Lady Peace"
1627,Dreams,Allman Brothers Band,1969,7.322283333,39,"Yes, Roxy Music, lighthouse, The Byrds, Various Artists"
1628,Walk,Pantera,1992,5.252,73,"Fleetwood Mac, Traveling Wilburys"
1629,Can't Hardly Wait - 2008 Remaster,The Replacements,1987,3.135766667,53,"Aldo Nova, Talk Talk"
1630,Resistance,Muse,2009,5.778216667,63,The Wombats
1631,We Used To Be Friends,The Dandy Warhols,2003,3.332666667,55,"Bernard Fanning, Sea Wolf, PJ Harvey, David Gray"
1632,"Radio, Radio",Elvis Costello & The Attractions,1978,3.10355,47,"Van Halen, Night Ranger"
1633,The Anthem,Good Charlotte,2002,2.918216667,74,"Lifehouse, Foo Fighters, Godsmack, Foo Fighters"
1634,No One's Gonna Love You (Stockholm Version),Band of Horses,2018,3.810766667,59,"Elvis Presley, Lucas Delphy, Peter Frampton, Jung Seung Hwan"
1635,Lick It Up,KISS,1983,3.944,63,
1636,Fool's Overture,Supertramp,1977,10.876,55,"Pink Floyd, Eagles"
1637,You,Candlebox,1993,4.952883333,55,"Dave Matthews Band, When In Rome, Guns N' Roses, Gin Blossoms, AC/DC"
1638,Soon,My Bloody Valentine,1991,6.978433333,44,"Tonic, Van Halen, Eric Clapton, World Party, Dave Matthews Band"
1639,Down In It,Nine Inch Nails,1989,3.773333333,46,"White Lion, dEUS, U2"
1640,Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,1969,3.373333333,45,"Jerry Lee Lewis, Little Feat, Strawberry Alarm Clock"
1641,Legendary Child,Aerosmith,2012,4.222216667,35,"Nonpoint, Theory of a Deadman"
1642,Big Balls,AC/DC,1976,2.646216667,59,"Neil Young, Loggins & Messina, Bad Company"
1643,Red Red Wine,UB40,2000,3.062216667,73,"Audioslave, Johnny Cash, George Michael, Sam Cooke"
1644,Sister Christian,Night Ranger,1983,5.048883333,63,"Jeff Beck, Steely Dan"
1645,Sugar,System Of A Down,1998,2.563333333,70,Alice In Chains
1646,Broken Home,Papa Roach,2000,3.714,49,The Hives
1647,Victoria - Mono Mix,The Kinks,1969,3.66755,50,"Jimi Hendrix, Slade, David Bowie"
1648,She's Leaving Home - Remastered 2009,The Beatles,1967,3.586,61,
1649,Bridge Burning,Foo Fighters,2011,4.774433333,57,"Interpol, Keane"
1650,Don't Stay Home,311,2016,2.720433333,25,"Budgie, Jimi Hendrix, Buddy Holly, Ghost King, Blacklistt"
1651,Even The Losers,Tom Petty and the Heartbreakers,2008,3.644433333,48,Elbow
1652,Easy,Faith No More,1992,3.116,68,
1653,We've Only Just Begun,Carpenters,1970,3.073766667,60,
1654,Achilles Last Stand - Remaster,Led Zeppelin,2007,10.51466667,45,"The Mutton Birds, Republica, Foo Fighters, Papa Roach"
1655,Immortality - Remastered,Pearl Jam,1994,5.3011,57,"Peter Frampton, Mazzy Star, Nirvana, The Whitlams"
1656,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,1990,4.3131,76,"Green Day, Sinéad O'Connor"
1657,Y.m.c.a - Village People,Baby Land,2011,3.654083333,18,
1658,It's My Life,The Animals,1965,3.126883333,46,"Jr. Walker & The All Stars, The Dave Clark Five"
1659,Ex-Girlfriend,No Doubt,2000,3.527766667,50,"Sevendust, Stevie Ray Vaughan, The Hives, Backyard Babies, Simple Plan"
1660,Cold Shot,Stevie Ray Vaughan,1984,4.016433333,50,Beastie Boys
1661,Animal Nitrate,Suede,2010,3.477333333,28,"Carl Perkins, The Living End, Army of Anyone, Interpol, Freddy Cannon"
1662,I Can't Tell You Why - 2013 Remaster,Eagles,1979,4.917483333,63,"Various Artists, Pink Floyd, Paul Simon, Night Ranger, Al Green"
1663,The Way,Fastball,1998,4.284883333,63,"Rammstein, Depeche Mode, Matchbox Twenty, Stone Temple Pilots, Muse"
1664,Joy To The World,Three Dog Night,1970,3.676216667,65,"Aerosmith, The Beach Boys, The Beatles, The Beatles"
1665,Custard Pie - 1990 Remaster,Led Zeppelin,1975,4.2311,54,
1666,Ready to Go,Republica,2002,5.02555,48,
1667,Swing Life Away,Rise Against,2004,3.334433333,58,"Radiohead, The Chi-Lites, Ann Peebles, Coldplay, Ray LaMontagne"
1668,I'm Not Okay (I Promise),My Chemical Romance,2004,3.108,74,"U2, Breaking Benjamin, Cage The Elephant, Yeah Yeah Yeahs, OneRepublic"
1669,Out In The Fields In the Style of Gary Moore & Phil Lynott,Sunfly Karaoke,2009,4.634433333,1,
1670,Sister Golden Hair,America,1975,3.326216667,68,"Steely Dan, Eric Clapton, Little River Band"
1671,Man Overboard,blink-182,2000,2.778883333,56,Powderfinger
1672,Got You (Where I Want You),The Flys,2000,4.032216667,47,"Incubus, Coldplay, Oleander"
1673,Blow At High Dough,The Tragically Hip,2005,4.628433333,41,"Ozzy Osbourne, My Morning Jacket"
1674,Sweetest Thing,U2,1987,3.075716667,65,"Don Henley, Skid Row"
1675,The Other Side,Aerosmith,1994,4.052216667,37,
1676,Have a Drink on Me,AC/DC,1980,3.974433333,60,
1677,Still Waiting,Sum 41,2002,2.64555,70,"Velvet Revolver, Beastie Boys, Rage Against The Machine, The Offspring, Linkin Park"
1678,Pressure and Time,Rival Sons,2011,3.27955,53,Black Kids
1679,"Dolly Dagger - Live In Maui, 1970",Jimi Hendrix,2020,4.8331,31,"Skyhooks, Sweet"
1680,Sun King - Remastered 2009,The Beatles,1969,2.437766667,56,"Big Star, Pink Floyd, Bob Dylan, Black Sabbath"
1681,Wonderful,Everclear,2000,4.680216667,58,
1682,Love Is Like Oxygen,Sweet,1993,3.792216667,42,"Don Henley, Ike & Tina Turner, Annie Lennox"
1683,Sabbath Bloody Sabbath,Black Sabbath,1973,5.793766667,57,Rush
1684,Radio Ga Ga - Live Aid,Queen,2018,4.094666667,55,"Various Artists, The Clash"
1685,Somebody to Shove,Soul Asylum,1992,3.24555,51,"The Cure, Social Distortion, Rage Against The Machine, Various Artists"
1686,That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,1975,3.0851,61,"Deep Purple, AC/DC, KISS, DEVO, Stevie Wright"
1687,This Is Gonna Hurt,Sixx:A.M.,2011,3.938216667,54,Black Flag
1688,Roll Away the Stone,Mott The Hoople,1974,3.14955,42,"Roger Glover, Led Zeppelin, The Clash, Roxy Music, Motörhead"
1689,Gigantic,Pixies,1988,3.961766667,57,"ZZ Top, Sleep, Faith No More, Accept, Nine Inch Nails"
1690,Stay,Lisa Loeb & Nine Stories,1995,3.062666667,60,"Sleep, En Vogue, Modest Mouse, Portishead"
1691,An Honest Mistake,The Bravery,2005,3.661766667,56,"The Offspring, The All-American Rejects"
1692,Glad,Traffic,1970,6.998216667,38,"Stevie Wonder, Jethro Tull, The Who, The Guess Who"
1693,Phantom Limb,The Shins,2007,4.792783333,49,"Sly & The Family Stone, Wolf Parade, Switchfoot"
1694,Rainbow In The Dark,Dio,1983,4.21155,64,"DEVO, Iron Maiden, Diana Ross, Guns N' Roses, Iron Maiden"
1695,Girls Got Rhythm,AC/DC,1979,3.388216667,62,ZZ Top
1696,Paper Planes,M.I.A.,2007,3.396,45,Placebo
1697,Kids Wanna Rock,Bryan Adams,1984,2.5893,42,
1698,On Call,Kings of Leon,2007,3.363333333,57,Collective Soul
1699,You Took The Words Right Out Of My Mouth (Hot Summer Nights) - Live,Meat Loaf,1999,4.834433333,11,"John Denver, Various Artists"
1700,Straight to Hell - Remastered,The Clash,1982,5.508433333,58,
1701,Have A Nice Day,Bon Jovi,2005,3.818433333,61,"Billy Talent, Dashboard Confessional, Editors, Saving Abel"
1702,The Great Beyond,R.E.M.,2003,5.116666667,51,G. Love & Special Sauce
1703,Babies,Pulp,1994,4.080433333,60,Bruce Springsteen
1704,Dirty Little Secret,The All-American Rejects,2005,3.22755,64,
1705,Keep Your Hands to Yourself,The Georgia Satellites,1986,3.479333333,61,"Nirvana, Nirvana, Van Halen"
1706,Two Tribes,Frankie Goes To Hollywood,1984,3.468883333,56,"Frank Zappa, Donna Summer"
1707,The Passenger,Iggy Pop,1977,4.722666667,73,"AC/DC, The Police, The Beatles"
1708,Bodysnatchers,Radiohead,2007,4.038216667,59,"Billy Talent, Modest Mouse, Sixx:A.M."
1709,Shake It Up,The Cars,1981,3.590666667,49,"Rush, Thomas Dolby, Billy Joel"
1710,Believe,Staind,2008,4.288433333,35,"The Thrills, Kings of Leon, Bif Naked, My Morning Jacket"
1711,Personal Jesus,Marilyn Manson,2004,4.116,49,"Jack's Mannequin, Weezer, Chimaira, The The"
1712,"The Cover of ""Rolling Stone""",Dr. Hook,1972,2.874883333,56,"Elton John, Yes, Led Zeppelin, Rod Stewart, Little Feat"
1713,Roll Over Beethoven,Electric Light Orchestra,1973,8.151766667,30,"Bad Company, The Rolling Stones, The Rolling Stones, Jeff Beck"
1714,Warning,Incubus,2001,4.64555,55,"Godsmack, David Bowie, The Lemonheads"
1715,Fall On Me - 2011 Remaster,R.E.M.,1986,2.832,48,"World Party, Ride, Billy Idol, World Party, Adolescents"
1716,From the Blind Spot,Blacklistt,2013,3.92635,32,"Switchfoot, King Gizzard & The Lizard Wizard, No Doubt, The Angels"
1717,What's Eatin' You,Airbourne,2007,3.6071,32,"I Am Giant, Missy Higgins, Mona, The Tragically Hip, Big Wreck"
1718,The Best of My Love - 2013 Remaster,Eagles,1974,4.581516667,60,"Joe Walsh, Led Zeppelin, Santana"
1719,Ode To Billie Joe,Bobbie Gentry,1967,4.250016667,55,"David Bowie, The Beatles"
1720,3 Libras,A Perfect Circle,2000,3.660666667,60,"The Smashing Pumpkins, Crossfade, Seven Mary Three"
1721,Freaks In Love,Elton John,2020,4.59155,27,
1722,Come Original,311,2004,3.706,46,"Lifehouse, X-Ray Spex, Shinedown, Death From Above 1979, Foo Fighters"
1723,Manic Depression,Jimi Hendrix,1967,3.704883333,50,"John Mayall, Hawkwind"
1724,Castles Made of Sand,Jimi Hendrix,1967,2.815333333,61,"Thin Lizzy, Traffic, Steppenwolf"
1725,The Kill,Thirty Seconds To Mars,2005,3.858883333,73,"Billy Ocean, The Hives"
1726,Fall Back Down,Rancid,2003,3.72045,60,"Foo Fighters, Plastic Bertrand, Kid Rock, Rage Against The Machine"
1727,Fascination Street - Remastered,The Cure,1989,5.2531,53,Stabbing Westward
1728,Talk,Coldplay,2005,5.188183333,62,Eve 6
1729,I Want You (She's So Heavy) - Remastered 2009,The Beatles,1969,7.788666667,61,"Black Sabbath, Elton John, Linda Ronstadt, Lynyrd Skynyrd"
1730,When I'm Sixty Four - Remastered 2009,The Beatles,1967,2.627766667,63,
1731,Drift Away,Various Artists,2017,3.905,55,John Miles
1732,Spilt Needles,The Shins,2007,3.749166667,36,Brendan Benson
1733,I Thank You,ZZ Top,2014,3.032666667,31,"Players Since Creation, Little River Band, Lucinda Williams, Lucinda Williams"
1734,Harmonic Generator,The Datsuns,2002,3.066216667,36,"Machine Head, Hoobastank, Saliva, Bush"
1735,Everything To Everyone,Everclear,1997,3.337766667,52,311
1736,Gutter Black,Hello Sailor,2012,2.897766667,23,O.A.R.
1737,Echoes,Pink Floyd,1971,23.54085,58,"Billy Joel, Bee Gees, King Crimson"
1738,Too Much,Dave Matthews Band,1996,4.360433333,34,"Live, Archers Of Loaf, Machine Head"
1739,When The War Is Over - Live,Various Artists,2020,5.373016667,1,"Earth Tongue, The Cars"
1740,Flake,Jack Johnson,2001,4.723333333,48,
1741,Tear You Apart,She Wants Revenge,2005,4.74355,64,"3 Doors Down, Breaking Benjamin"
1742,Walk Away Renee,The Left Banke,1967,2.746883333,44,
1743,Pure Massacre,Silverchair,1995,4.977333333,52,"Cypress Hill, Beck, Better Than Ezra"
1744,Bother,Stone Sour,2002,4.006666667,66,"Wilson Pickett, Radiohead, Afroman, Wilco"
1745,Big Gun,AC/DC,2009,4.32355,60,"Flyleaf, The Wombats, Lacuna Coil"
1746,Same Ol' Situation (S.O.S.),Mötley Crüe,1989,4.218666667,61,"Guns N' Roses, Jane's Addiction, Ministry, Echo & the Bunnymen"
1747,Infected,Bad Religion,1994,4.126666667,56,
1748,It Ain't Me Babe,Bob Dylan,1964,3.574,53,
1749,The Fire Down Below,Bob Seger,1976,4.452866667,49,Steppenwolf
1750,Impossible Germany,Wilco,2007,5.952666667,51,
1751,Flavor Of The Weak,American Hi-Fi,2001,3.147333333,62,"Arcade Fire, Story Of The Year, The Prodigy"
1752,Teen Angst (What The World Needs Now),Cracker,1992,4.24,46,"The Exploited, Robert Plant, Various Artists"
1753,Say You'll Haunt Me,Stone Sour,2010,4.406216667,58,"Sponge, Flyleaf, Various Artists"
1754,Unsung,Helmet,1992,3.94,61,"Alice In Chains, Aerosmith, Everclear, Manic Street Preachers, The Bucketheads"
1755,Son of a Preacher Man,Aretha Franklin,1970,3.3211,60,Steppenwolf
1756,Living Loving Maid (She's Just a Woman) - Remaster,Led Zeppelin,1969,2.655,48,"Eagles, The Beatles"
1757,Mouth for War,Pantera,1992,3.955766667,58,"Alice In Chains, No Doubt, George Thorogood & The Destroyers, Warrant"
